index,coeff,stder,p_val,0.025,0.975
ctop_armb,-1.398e-16,0.094,1.0,-0.188,0.188
rh_850,0.694,0.096,0.0,0.501,0.887
SS,0.2166,0.102,0.038,0.012,0.421
DU,0.237,0.124,0.061,-0.012,0.486
BC,0.1807,0.143,0.21,-0.105,0.467
SO4,-0.2221,0.153,0.154,-0.53,0.086
