index,coeff,stder,p_val,0.025,0.975
lwp_avglayer,6.245e-17,0.123,1.0,-0.246,0.246
ta_sfc,0.0692,0.141,0.624,-0.212,0.351
LTS,-0.2801,0.191,0.148,-0.663,0.103
rh_850,0.1089,0.174,0.534,-0.24,0.458
omega_500,-0.0491,0.134,0.716,-0.318,0.22
wspd_sfc,0.0785,0.134,0.56,-0.189,0.346
