index,coeff,stder,p_val,0.025,0.975
cfrac_avglayer_shup,2.342e-17,0.094,1.0,-0.187,0.187
rh_850,0.6737,0.094,0.0,0.486,0.861
omega_500,-0.1875,0.094,0.05,-0.375,-6.82e-05
