index,coeff,stder,p_val,0.025,0.975
dmv_avg_gcpex,-1.735e-17,0.094,1.0,-0.188,0.188
ta_sfc,-0.2646,0.119,0.03,-0.503,-0.026
LTS,-0.3798,0.154,0.017,-0.688,-0.071
rh_850,0.475,0.128,0.0,0.218,0.732
omega_500,-0.0985,0.096,0.307,-0.29,0.093
