index,coeff,stder,p_val,0.025,0.975
iwp_avglayer,7.459e-17,0.114,1.0,-0.228,0.228
rh_850,0.4416,0.114,0.0,0.213,0.67
omega_500,-0.2052,0.114,0.077,-0.434,0.023
